"","run","subid","sequence","country","age","gender","englishNative","ethnicity","education","religionChild","religionNow","job","comments","phase","predicate","trialNum","leftCharacter","rightCharacter","response","rt","country_selfrep","responseNum"
"777","us_run_01","us_run_01_32","sequence2","us",30,"male","yes_only","white","college_bachDegree","none","none","vet tech","i think there were a couple times the button looked like it was stuck so I think a couple questions were mis-answered ","test","feelings",21,"stapler","robot","both equally",2552,"usa",0
"778","us_run_01","us_run_01_32","sequence2","us",30,"male","yes_only","white","college_bachDegree","none","none","vet tech","i think there were a couple times the button looked like it was stuck so I think a couple questions were mis-answered ","test","feelings",22,"kid","baby","both equally",2042,"usa",0
"779","us_run_01","us_run_01_32","sequence2","us",30,"male","yes_only","white","college_bachDegree","none","none","vet tech","i think there were a couple times the button looked like it was stuck so I think a couple questions were mis-answered ","test","feelings",23,"stapler","dog","much more right",1795,"usa",2
"780","us_run_01","us_run_01_32","sequence2","us",30,"male","yes_only","white","college_bachDegree","none","none","vet tech","i think there were a couple times the button looked like it was stuck so I think a couple questions were mis-answered ","test","feelings",24,"bear","computer","much more left",1503,"usa",-2
"781","us_run_01","us_run_01_32","sequence2","us",30,"male","yes_only","white","college_bachDegree","none","none","vet tech","i think there were a couple times the button looked like it was stuck so I think a couple questions were mis-answered ","test","feelings",25,"robot","bug","both equally",5041,"usa",0
"782","us_run_01","us_run_01_33","sequence2","us",53,"male","yes_only","white","college_bachDegree","christianity_protestant","christianity_protestant","sr lab assistant",NA,"practice","colder",1,"pizza","icecream","much more right",4141,"usa",2
"783","us_run_01","us_run_01_33","sequence2","us",53,"male","yes_only","white","college_bachDegree","christianity_protestant","christianity_protestant","sr lab assistant",NA,"practice","sweeter",2,"strawberries","grapes","both equally",5914,"usa",0
"784","us_run_01","us_run_01_33","sequence2","us",53,"male","yes_only","white","college_bachDegree","christianity_protestant","christianity_protestant","sr lab assistant",NA,"test","thinking",3,"kid","robot","much more left",3526,"usa",-2
"785","us_run_01","us_run_01_33","sequence2","us",53,"male","yes_only","white","college_bachDegree","christianity_protestant","christianity_protestant","sr lab assistant",NA,"test","thinking",4,"stapler","car","both equally",6403,"usa",0
"786","us_run_01","us_run_01_33","sequence2","us",53,"male","yes_only","white","college_bachDegree","christianity_protestant","christianity_protestant","sr lab assistant",NA,"test","thinking",5,"robot","computer","slightly more right",5397,"usa",1
"787","us_run_01","us_run_01_33","sequence2","us",53,"male","yes_only","white","college_bachDegree","christianity_protestant","christianity_protestant","sr lab assistant",NA,"test","thinking",6,"dog","car","much more left",4973,"usa",-2
"788","us_run_01","us_run_01_33","sequence2","us",53,"male","yes_only","white","college_bachDegree","christianity_protestant","christianity_protestant","sr lab assistant",NA,"test","thinking",7,"grownup","bear","much more left",3692,"usa",-2
"789","us_run_01","us_run_01_33","sequence2","us",53,"male","yes_only","white","college_bachDegree","christianity_protestant","christianity_protestant","sr lab assistant",NA,"test","thinking",8,"baby","bug","much more left",3135,"usa",-2
"790","us_run_01","us_run_01_33","sequence2","us",53,"male","yes_only","white","college_bachDegree","christianity_protestant","christianity_protestant","sr lab assistant",NA,"test","thinking",9,"bear","stapler","much more left",3340,"usa",-2
"791","us_run_01","us_run_01_33","sequence2","us",53,"male","yes_only","white","college_bachDegree","christianity_protestant","christianity_protestant","sr lab assistant",NA,"test","hunger",10,"bug","grownup","both equally",2792,"usa",0
"792","us_run_01","us_run_01_33","sequence2","us",53,"male","yes_only","white","college_bachDegree","christianity_protestant","christianity_protestant","sr lab assistant",NA,"test","hunger",11,"car","robot","both equally",3765,"usa",0
"793","us_run_01","us_run_01_33","sequence2","us",53,"male","yes_only","white","college_bachDegree","christianity_protestant","christianity_protestant","sr lab assistant",NA,"test","hunger",12,"stapler","grownup","much more right",2061,"usa",2
"794","us_run_01","us_run_01_33","sequence2","us",53,"male","yes_only","white","college_bachDegree","christianity_protestant","christianity_protestant","sr lab assistant",NA,"test","hunger",13,"dog","bear","much more right",2684,"usa",2
"795","us_run_01","us_run_01_33","sequence2","us",53,"male","yes_only","white","college_bachDegree","christianity_protestant","christianity_protestant","sr lab assistant",NA,"test","hunger",14,"computer","kid","much more right",3076,"usa",2
"796","us_run_01","us_run_01_33","sequence2","us",53,"male","yes_only","white","college_bachDegree","christianity_protestant","christianity_protestant","sr lab assistant",NA,"test","hunger",15,"bug","car","much more left",1867,"usa",-2
"797","us_run_01","us_run_01_33","sequence2","us",53,"male","yes_only","white","college_bachDegree","christianity_protestant","christianity_protestant","sr lab assistant",NA,"test","hunger",16,"computer","stapler","both equally",1318,"usa",0
"798","us_run_01","us_run_01_33","sequence2","us",53,"male","yes_only","white","college_bachDegree","christianity_protestant","christianity_protestant","sr lab assistant",NA,"test","hunger",17,"baby","robot","much more left",1525,"usa",-2
"799","us_run_01","us_run_01_33","sequence2","us",53,"male","yes_only","white","college_bachDegree","christianity_protestant","christianity_protestant","sr lab assistant",NA,"test","feelings",18,"bug","kid","much more right",3029,"usa",2
"800","us_run_01","us_run_01_33","sequence2","us",53,"male","yes_only","white","college_bachDegree","christianity_protestant","christianity_protestant","sr lab assistant",NA,"test","feelings",19,"dog","stapler","much more left",1476,"usa",-2
"801","us_run_01","us_run_01_33","sequence2","us",53,"male","yes_only","white","college_bachDegree","christianity_protestant","christianity_protestant","sr lab assistant",NA,"test","feelings",20,"bug","robot","slightly more left",2733,"usa",-1
"802","us_run_01","us_run_01_33","sequence2","us",53,"male","yes_only","white","college_bachDegree","christianity_protestant","christianity_protestant","sr lab assistant",NA,"test","feelings",21,"baby","kid","much more right",2773,"usa",2
"803","us_run_01","us_run_01_33","sequence2","us",53,"male","yes_only","white","college_bachDegree","christianity_protestant","christianity_protestant","sr lab assistant",NA,"test","feelings",22,"stapler","robot","both equally",1741,"usa",0
"804","us_run_01","us_run_01_33","sequence2","us",53,"male","yes_only","white","college_bachDegree","christianity_protestant","christianity_protestant","sr lab assistant",NA,"test","feelings",23,"computer","bear","much more right",1597,"usa",2
"805","us_run_01","us_run_01_33","sequence2","us",53,"male","yes_only","white","college_bachDegree","christianity_protestant","christianity_protestant","sr lab assistant",NA,"test","feelings",24,"baby","car","much more left",1589,"usa",-2
"806","us_run_01","us_run_01_33","sequence2","us",53,"male","yes_only","white","college_bachDegree","christianity_protestant","christianity_protestant","sr lab assistant",NA,"test","feelings",25,"grownup","dog","much more left",1719,"usa",-2
"807","us_run_01","us_run_01_34","sequence6","us",34,"male","yes_only","white","college_bachDegree","christianity_catholic","buddhism","Content Developer",NA,"practice","colder",1,"icecream","pizza","much more left",3753,"USA",-2
"808","us_run_01","us_run_01_34","sequence6","us",34,"male","yes_only","white","college_bachDegree","christianity_catholic","buddhism","Content Developer",NA,"practice","sweeter",2,"grapes","strawberries","slightly more right",4248,"USA",1
"809","us_run_01","us_run_01_34","sequence6","us",34,"male","yes_only","white","college_bachDegree","christianity_catholic","buddhism","Content Developer",NA,"test","hunger",3,"robot","bear","much more right",3942,"USA",2
"810","us_run_01","us_run_01_34","sequence6","us",34,"male","yes_only","white","college_bachDegree","christianity_catholic","buddhism","Content Developer",NA,"test","hunger",4,"computer","baby","much more right",1753,"USA",2
"811","us_run_01","us_run_01_34","sequence6","us",34,"male","yes_only","white","college_bachDegree","christianity_catholic","buddhism","Content Developer",NA,"test","hunger",5,"kid","bear","slightly more right",3633,"USA",1
"812","us_run_01","us_run_01_34","sequence6","us",34,"male","yes_only","white","college_bachDegree","christianity_catholic","buddhism","Content Developer",NA,"test","hunger",6,"computer","dog","much more right",2306,"USA",2
"813","us_run_01","us_run_01_34","sequence6","us",34,"male","yes_only","white","college_bachDegree","christianity_catholic","buddhism","Content Developer",NA,"test","hunger",7,"grownup","car","much more left",2428,"USA",-2
"814","us_run_01","us_run_01_34","sequence6","us",34,"male","yes_only","white","college_bachDegree","christianity_catholic","buddhism","Content Developer",NA,"test","hunger",8,"bug","stapler","much more left",2877,"USA",-2
"815","us_run_01","us_run_01_34","sequence6","us",34,"male","yes_only","white","college_bachDegree","christianity_catholic","buddhism","Content Developer",NA,"test","hunger",9,"grownup","baby","slightly more left",4123,"USA",-1
"816","us_run_01","us_run_01_34","sequence6","us",34,"male","yes_only","white","college_bachDegree","christianity_catholic","buddhism","Content Developer",NA,"test","feelings",10,"bug","baby","much more right",3099,"USA",2
"817","us_run_01","us_run_01_34","sequence6","us",34,"male","yes_only","white","college_bachDegree","christianity_catholic","buddhism","Content Developer",NA,"test","feelings",11,"bear","grownup","much more right",3031,"USA",2
"818","us_run_01","us_run_01_34","sequence6","us",34,"male","yes_only","white","college_bachDegree","christianity_catholic","buddhism","Content Developer",NA,"test","feelings",12,"stapler","car","both equally",2143,"USA",0
"819","us_run_01","us_run_01_34","sequence6","us",34,"male","yes_only","white","college_bachDegree","christianity_catholic","buddhism","Content Developer",NA,"test","feelings",13,"robot","computer","both equally",4166,"USA",0
"820","us_run_01","us_run_01_34","sequence6","us",34,"male","yes_only","white","college_bachDegree","christianity_catholic","buddhism","Content Developer",NA,"test","feelings",14,"stapler","bear","slightly more right",4065,"USA",1
"821","us_run_01","us_run_01_34","sequence6","us",34,"male","yes_only","white","college_bachDegree","christianity_catholic","buddhism","Content Developer",NA,"test","feelings",15,"dog","car","slightly more left",1795,"USA",-1
"822","us_run_01","us_run_01_34","sequence6","us",34,"male","yes_only","white","college_bachDegree","christianity_catholic","buddhism","Content Developer",NA,"test","feelings",16,"kid","robot","much more left",4480,"USA",-2
"823","us_run_01","us_run_01_34","sequence6","us",34,"male","yes_only","white","college_bachDegree","christianity_catholic","buddhism","Content Developer",NA,"test","thinking",17,"bear","bug","slightly more left",3475,"USA",-1
"824","us_run_01","us_run_01_34","sequence6","us",34,"male","yes_only","white","college_bachDegree","christianity_catholic","buddhism","Content Developer",NA,"test","thinking",18,"baby","stapler","much more left",1968,"USA",-2
"825","us_run_01","us_run_01_34","sequence6","us",34,"male","yes_only","white","college_bachDegree","christianity_catholic","buddhism","Content Developer",NA,"test","thinking",19,"car","kid","much more right",1779,"USA",2
"826","us_run_01","us_run_01_34","sequence6","us",34,"male","yes_only","white","college_bachDegree","christianity_catholic","buddhism","Content Developer",NA,"test","thinking",20,"dog","robot","slightly more left",3837,"USA",-1
"827","us_run_01","us_run_01_34","sequence6","us",34,"male","yes_only","white","college_bachDegree","christianity_catholic","buddhism","Content Developer",NA,"test","thinking",21,"computer","grownup","much more right",1664,"USA",2
"828","us_run_01","us_run_01_34","sequence6","us",34,"male","yes_only","white","college_bachDegree","christianity_catholic","buddhism","Content Developer",NA,"test","thinking",22,"dog","baby","slightly more right",2880,"USA",1
"829","us_run_01","us_run_01_34","sequence6","us",34,"male","yes_only","white","college_bachDegree","christianity_catholic","buddhism","Content Developer",NA,"test","thinking",23,"grownup","kid","much more left",2075,"USA",-2
"830","us_run_01","us_run_01_35","sequence3","us",33,"female","yes_only","white","grad_some","none","christianity_evangelical","customer service mgr",NA,"practice","colder",1,"pizza","icecream","much more right",4559,"US",2
"831","us_run_01","us_run_01_35","sequence3","us",33,"female","yes_only","white","grad_some","none","christianity_evangelical","customer service mgr",NA,"practice","sweeter",2,"strawberries","grapes","slightly more left",4876,"US",-1
"832","us_run_01","us_run_01_35","sequence3","us",33,"female","yes_only","white","grad_some","none","christianity_evangelical","customer service mgr",NA,"test","feelings",3,"car","robot","both equally",4898,"US",0
"833","us_run_01","us_run_01_35","sequence3","us",33,"female","yes_only","white","grad_some","none","christianity_evangelical","customer service mgr",NA,"test","feelings",4,"stapler","computer","both equally",2937,"US",0
"834","us_run_01","us_run_01_35","sequence3","us",33,"female","yes_only","white","grad_some","none","christianity_evangelical","customer service mgr",NA,"test","feelings",5,"grownup","bug","much more left",3000,"US",-2
"835","us_run_01","us_run_01_35","sequence3","us",33,"female","yes_only","white","grad_some","none","christianity_evangelical","customer service mgr",NA,"test","feelings",6,"baby","robot","much more left",2044,"US",-2
"836","us_run_01","us_run_01_35","sequence3","us",33,"female","yes_only","white","grad_some","none","christianity_evangelical","customer service mgr",NA,"test","feelings",7,"dog","bear","both equally",2018,"US",0
"837","us_run_01","us_run_01_35","sequence3","us",33,"female","yes_only","white","grad_some","none","christianity_evangelical","customer service mgr",NA,"test","feelings",8,"car","bug","much more right",2691,"US",2
"838","us_run_01","us_run_01_35","sequence3","us",33,"female","yes_only","white","grad_some","none","christianity_evangelical","customer service mgr",NA,"test","feelings",9,"kid","computer","much more left",1929,"US",-2
"839","us_run_01","us_run_01_35","sequence3","us",33,"female","yes_only","white","grad_some","none","christianity_evangelical","customer service mgr",NA,"test","feelings",10,"stapler","grownup","much more right",3108,"US",2
"840","us_run_01","us_run_01_35","sequence3","us",33,"female","yes_only","white","grad_some","none","christianity_evangelical","customer service mgr",NA,"test","thinking",11,"baby","grownup","much more right",1999,"US",2
"841","us_run_01","us_run_01_35","sequence3","us",33,"female","yes_only","white","grad_some","none","christianity_evangelical","customer service mgr",NA,"test","thinking",12,"stapler","bug","much more right",2709,"US",2
"842","us_run_01","us_run_01_35","sequence3","us",33,"female","yes_only","white","grad_some","none","christianity_evangelical","customer service mgr",NA,"test","thinking",13,"computer","baby","much more right",1534,"US",2
"843","us_run_01","us_run_01_35","sequence3","us",33,"female","yes_only","white","grad_some","none","christianity_evangelical","customer service mgr",NA,"test","thinking",14,"bear","kid","slightly more left",3807,"US",-1
"844","us_run_01","us_run_01_35","sequence3","us",33,"female","yes_only","white","grad_some","none","christianity_evangelical","customer service mgr",NA,"test","thinking",15,"grownup","car","much more left",1700,"US",-2
"845","us_run_01","us_run_01_35","sequence3","us",33,"female","yes_only","white","grad_some","none","christianity_evangelical","customer service mgr",NA,"test","thinking",16,"dog","computer","much more left",5244,"US",-2
"846","us_run_01","us_run_01_35","sequence3","us",33,"female","yes_only","white","grad_some","none","christianity_evangelical","customer service mgr",NA,"test","thinking",17,"bear","robot","much more left",2293,"US",-2
"847","us_run_01","us_run_01_35","sequence3","us",33,"female","yes_only","white","grad_some","none","christianity_evangelical","customer service mgr",NA,"test","hunger",18,"computer","bug","much more right",3034,"US",2
"848","us_run_01","us_run_01_35","sequence3","us",33,"female","yes_only","white","grad_some","none","christianity_evangelical","customer service mgr",NA,"test","hunger",19,"bear","car","much more left",2303,"US",-2
"849","us_run_01","us_run_01_35","sequence3","us",33,"female","yes_only","white","grad_some","none","christianity_evangelical","customer service mgr",NA,"test","hunger",20,"bug","dog","much more right",2477,"US",2
"850","us_run_01","us_run_01_35","sequence3","us",33,"female","yes_only","white","grad_some","none","christianity_evangelical","customer service mgr",NA,"test","hunger",21,"kid","stapler","much more left",1838,"US",-2
"851","us_run_01","us_run_01_35","sequence3","us",33,"female","yes_only","white","grad_some","none","christianity_evangelical","customer service mgr",NA,"test","hunger",22,"bear","baby","much more left",2064,"US",-2
"852","us_run_01","us_run_01_35","sequence3","us",33,"female","yes_only","white","grad_some","none","christianity_evangelical","customer service mgr",NA,"test","hunger",23,"kid","dog","much more left",2678,"US",-2
"853","us_run_01","us_run_01_35","sequence3","us",33,"female","yes_only","white","grad_some","none","christianity_evangelical","customer service mgr",NA,"test","hunger",24,"robot","grownup","much more right",2309,"US",2
"854","us_run_01","us_run_01_35","sequence3","us",33,"female","yes_only","white","grad_some","none","christianity_evangelical","customer service mgr",NA,"test","hunger",25,"car","computer","slightly more left",2762,"US",-1
"855","us_run_01","us_run_01_36","sequence4","us",32,"male","yes_only","white","college_some","christianity_catholic","christianity_catholic","Information","fun task","practice","colder",1,"pizza","icecream","much more right",3931,"USA",2
"856","us_run_01","us_run_01_36","sequence4","us",32,"male","yes_only","white","college_some","christianity_catholic","christianity_catholic","Information","fun task","practice","sweeter",2,"strawberries","grapes","much more left",4077,"USA",-2
"857","us_run_01","us_run_01_36","sequence4","us",32,"male","yes_only","white","college_some","christianity_catholic","christianity_catholic","Information","fun task","test","feelings",3,"dog","kid","both equally",3237,"USA",0
"858","us_run_01","us_run_01_36","sequence4","us",32,"male","yes_only","white","college_some","christianity_catholic","christianity_catholic","Information","fun task","test","feelings",4,"car","bear","much more right",2079,"USA",2
"859","us_run_01","us_run_01_36","sequence4","us",32,"male","yes_only","white","college_some","christianity_catholic","christianity_catholic","Information","fun task","test","feelings",5,"stapler","kid","much more right",1673,"USA",2
"860","us_run_01","us_run_01_36","sequence4","us",32,"male","yes_only","white","college_some","christianity_catholic","christianity_catholic","Information","fun task","test","feelings",6,"bug","dog","both equally",1527,"USA",0
"861","us_run_01","us_run_01_36","sequence4","us",32,"male","yes_only","white","college_some","christianity_catholic","christianity_catholic","Information","fun task","test","feelings",7,"computer","car","both equally",2039,"USA",0
"862","us_run_01","us_run_01_36","sequence4","us",32,"male","yes_only","white","college_some","christianity_catholic","christianity_catholic","Information","fun task","test","feelings",8,"baby","bear","both equally",1954,"USA",0
"863","us_run_01","us_run_01_36","sequence4","us",32,"male","yes_only","white","college_some","christianity_catholic","christianity_catholic","Information","fun task","test","feelings",9,"computer","bug","much more right",2044,"USA",2
"864","us_run_01","us_run_01_36","sequence4","us",32,"male","yes_only","white","college_some","christianity_catholic","christianity_catholic","Information","fun task","test","feelings",10,"robot","grownup","much more right",2559,"USA",2
"865","us_run_01","us_run_01_36","sequence4","us",32,"male","yes_only","white","college_some","christianity_catholic","christianity_catholic","Information","fun task","test","hunger",11,"baby","kid","both equally",2041,"USA",0
"866","us_run_01","us_run_01_36","sequence4","us",32,"male","yes_only","white","college_some","christianity_catholic","christianity_catholic","Information","fun task","test","hunger",12,"dog","grownup","both equally",2379,"USA",0
"867","us_run_01","us_run_01_36","sequence4","us",32,"male","yes_only","white","college_some","christianity_catholic","christianity_catholic","Information","fun task","test","hunger",13,"stapler","robot","both equally",2407,"USA",0
"868","us_run_01","us_run_01_36","sequence4","us",32,"male","yes_only","white","college_some","christianity_catholic","christianity_catholic","Information","fun task","test","hunger",14,"car","baby","much more right",1530,"USA",2
"869","us_run_01","us_run_01_36","sequence4","us",32,"male","yes_only","white","college_some","christianity_catholic","christianity_catholic","Information","fun task","test","hunger",15,"kid","bug","both equally",1325,"USA",0
"870","us_run_01","us_run_01_36","sequence4","us",32,"male","yes_only","white","college_some","christianity_catholic","christianity_catholic","Information","fun task","test","hunger",16,"computer","bear","much more right",1169,"USA",2
"871","us_run_01","us_run_01_36","sequence4","us",32,"male","yes_only","white","college_some","christianity_catholic","christianity_catholic","Information","fun task","test","hunger",17,"dog","stapler","much more left",1132,"USA",-2
"872","us_run_01","us_run_01_36","sequence4","us",32,"male","yes_only","white","college_some","christianity_catholic","christianity_catholic","Information","fun task","test","hunger",18,"bug","robot","much more left",1705,"USA",-2
"873","us_run_01","us_run_01_36","sequence4","us",32,"male","yes_only","white","college_some","christianity_catholic","christianity_catholic","Information","fun task","test","thinking",19,"bear","dog","both equally",2332,"USA",0
"874","us_run_01","us_run_01_36","sequence4","us",32,"male","yes_only","white","college_some","christianity_catholic","christianity_catholic","Information","fun task","test","thinking",20,"bug","grownup","both equally",1551,"USA",0
"875","us_run_01","us_run_01_36","sequence4","us",32,"male","yes_only","white","college_some","christianity_catholic","christianity_catholic","Information","fun task","test","thinking",21,"kid","computer","much more left",1136,"USA",-2
"876","us_run_01","us_run_01_36","sequence4","us",32,"male","yes_only","white","college_some","christianity_catholic","christianity_catholic","Information","fun task","test","thinking",22,"bug","car","much more left",1582,"USA",-2
"877","us_run_01","us_run_01_36","sequence4","us",32,"male","yes_only","white","college_some","christianity_catholic","christianity_catholic","Information","fun task","test","thinking",23,"grownup","stapler","much more left",1112,"USA",-2
"878","us_run_01","us_run_01_36","sequence4","us",32,"male","yes_only","white","college_some","christianity_catholic","christianity_catholic","Information","fun task","test","thinking",24,"robot","car","both equally",1139,"USA",0
"879","us_run_01","us_run_01_36","sequence4","us",32,"male","yes_only","white","college_some","christianity_catholic","christianity_catholic","Information","fun task","test","thinking",25,"stapler","computer","both equally",937,"USA",0
"880","us_run_01","us_run_01_36","sequence4","us",32,"male","yes_only","white","college_some","christianity_catholic","christianity_catholic","Information","fun task","test","thinking",26,"robot","baby","much more right",3165,"USA",2
"881","us_run_01","us_run_01_37","sequence2","us",22,"male","yes_multiple","white","college_bachDegree","christianity_catholic","christianity_catholic","Manager",NA,"practice","colder",1,"pizza","icecream","much more right",4771,"United States",2
"882","us_run_01","us_run_01_37","sequence2","us",22,"male","yes_multiple","white","college_bachDegree","christianity_catholic","christianity_catholic","Manager",NA,"practice","sweeter",2,"strawberries","grapes","slightly more right",4398,"United States",1
"883","us_run_01","us_run_01_37","sequence2","us",22,"male","yes_multiple","white","college_bachDegree","christianity_catholic","christianity_catholic","Manager",NA,"test","thinking",3,"kid","robot","much more left",4893,"United States",-2
"884","us_run_01","us_run_01_37","sequence2","us",22,"male","yes_multiple","white","college_bachDegree","christianity_catholic","christianity_catholic","Manager",NA,"test","thinking",4,"bear","grownup","slightly more right",4303,"United States",1
"885","us_run_01","us_run_01_37","sequence2","us",22,"male","yes_multiple","white","college_bachDegree","christianity_catholic","christianity_catholic","Manager",NA,"test","thinking",5,"car","stapler","both equally",2532,"United States",0
"886","us_run_01","us_run_01_37","sequence2","us",22,"male","yes_multiple","white","college_bachDegree","christianity_catholic","christianity_catholic","Manager",NA,"test","thinking",6,"bug","baby","slightly more right",4763,"United States",1
"887","us_run_01","us_run_01_37","sequence2","us",22,"male","yes_multiple","white","college_bachDegree","christianity_catholic","christianity_catholic","Manager",NA,"test","thinking",7,"robot","computer","both equally",3606,"United States",0
"888","us_run_01","us_run_01_37","sequence2","us",22,"male","yes_multiple","white","college_bachDegree","christianity_catholic","christianity_catholic","Manager",NA,"test","thinking",8,"dog","car","slightly more left",1254,"United States",-1
"889","us_run_01","us_run_01_37","sequence2","us",22,"male","yes_multiple","white","college_bachDegree","christianity_catholic","christianity_catholic","Manager",NA,"test","thinking",9,"bear","stapler","slightly more left",1019,"United States",-1
"890","us_run_01","us_run_01_37","sequence2","us",22,"male","yes_multiple","white","college_bachDegree","christianity_catholic","christianity_catholic","Manager",NA,"test","hunger",10,"grownup","bug","slightly more left",3253,"United States",-1
"891","us_run_01","us_run_01_37","sequence2","us",22,"male","yes_multiple","white","college_bachDegree","christianity_catholic","christianity_catholic","Manager",NA,"test","hunger",11,"stapler","computer","both equally",1143,"United States",0
"892","us_run_01","us_run_01_37","sequence2","us",22,"male","yes_multiple","white","college_bachDegree","christianity_catholic","christianity_catholic","Manager",NA,"test","hunger",12,"baby","robot","slightly more left",1423,"United States",-1
"893","us_run_01","us_run_01_37","sequence2","us",22,"male","yes_multiple","white","college_bachDegree","christianity_catholic","christianity_catholic","Manager",NA,"test","hunger",13,"car","bug","much more right",2261,"United States",2
"894","us_run_01","us_run_01_37","sequence2","us",22,"male","yes_multiple","white","college_bachDegree","christianity_catholic","christianity_catholic","Manager",NA,"test","hunger",14,"bear","dog","slightly more left",1935,"United States",-1
"895","us_run_01","us_run_01_37","sequence2","us",22,"male","yes_multiple","white","college_bachDegree","christianity_catholic","christianity_catholic","Manager",NA,"test","hunger",15,"car","robot","both equally",1282,"United States",0
"896","us_run_01","us_run_01_37","sequence2","us",22,"male","yes_multiple","white","college_bachDegree","christianity_catholic","christianity_catholic","Manager",NA,"test","hunger",16,"computer","kid","much more right",1529,"United States",2
"897","us_run_01","us_run_01_37","sequence2","us",22,"male","yes_multiple","white","college_bachDegree","christianity_catholic","christianity_catholic","Manager",NA,"test","hunger",17,"stapler","grownup","much more right",769,"United States",2
"898","us_run_01","us_run_01_37","sequence2","us",22,"male","yes_multiple","white","college_bachDegree","christianity_catholic","christianity_catholic","Manager",NA,"test","feelings",18,"stapler","dog","much more right",2742,"United States",2
"899","us_run_01","us_run_01_37","sequence2","us",22,"male","yes_multiple","white","college_bachDegree","christianity_catholic","christianity_catholic","Manager",NA,"test","feelings",19,"computer","bear","much more right",689,"United States",2
"900","us_run_01","us_run_01_37","sequence2","us",22,"male","yes_multiple","white","college_bachDegree","christianity_catholic","christianity_catholic","Manager",NA,"test","feelings",20,"baby","car","much more left",1150,"United States",-2
"901","us_run_01","us_run_01_37","sequence2","us",22,"male","yes_multiple","white","college_bachDegree","christianity_catholic","christianity_catholic","Manager",NA,"test","feelings",21,"kid","bug","much more left",672,"United States",-2
"902","us_run_01","us_run_01_37","sequence2","us",22,"male","yes_multiple","white","college_bachDegree","christianity_catholic","christianity_catholic","Manager",NA,"test","feelings",22,"stapler","robot","both equally",4158,"United States",0
"903","us_run_01","us_run_01_37","sequence2","us",22,"male","yes_multiple","white","college_bachDegree","christianity_catholic","christianity_catholic","Manager",NA,"test","feelings",23,"dog","grownup","slightly more right",2307,"United States",1
"904","us_run_01","us_run_01_37","sequence2","us",22,"male","yes_multiple","white","college_bachDegree","christianity_catholic","christianity_catholic","Manager",NA,"test","feelings",24,"kid","baby","slightly more left",1952,"United States",-1
"905","us_run_01","us_run_01_37","sequence2","us",22,"male","yes_multiple","white","college_bachDegree","christianity_catholic","christianity_catholic","Manager",NA,"test","feelings",25,"bug","robot","slightly more left",2662,"United States",-1
"906","us_run_01","us_run_01_38","sequence3","us",53,"female","yes_only","white","college_some","christianity_evangelical","christianity_evangelical","disability",NA,"practice","colder",1,"icecream","pizza","much more left",8855,"USA",-2
"907","us_run_01","us_run_01_38","sequence3","us",53,"female","yes_only","white","college_some","christianity_evangelical","christianity_evangelical","disability",NA,"practice","sweeter",2,"grapes","strawberries","both equally",4507,"USA",0
"908","us_run_01","us_run_01_38","sequence3","us",53,"female","yes_only","white","college_some","christianity_evangelical","christianity_evangelical","disability",NA,"test","feelings",3,"bug","grownup","much more right",12545,"USA",2
"909","us_run_01","us_run_01_38","sequence3","us",53,"female","yes_only","white","college_some","christianity_evangelical","christianity_evangelical","disability",NA,"test","feelings",4,"computer","kid","much more right",3534,"USA",2
"910","us_run_01","us_run_01_38","sequence3","us",53,"female","yes_only","white","college_some","christianity_evangelical","christianity_evangelical","disability",NA,"test","feelings",5,"robot","car","both equally",7823,"USA",0
"911","us_run_01","us_run_01_38","sequence3","us",53,"female","yes_only","white","college_some","christianity_evangelical","christianity_evangelical","disability",NA,"test","feelings",6,"stapler","grownup","both equally",2021,"USA",0
"912","us_run_01","us_run_01_38","sequence3","us",53,"female","yes_only","white","college_some","christianity_evangelical","christianity_evangelical","disability",NA,"test","feelings",7,"car","bug","much more right",3923,"USA",2
"913","us_run_01","us_run_01_38","sequence3","us",53,"female","yes_only","white","college_some","christianity_evangelical","christianity_evangelical","disability",NA,"test","feelings",8,"robot","baby","much more right",2923,"USA",2
"914","us_run_01","us_run_01_38","sequence3","us",53,"female","yes_only","white","college_some","christianity_evangelical","christianity_evangelical","disability",NA,"test","feelings",9,"bear","dog","both equally",3050,"USA",0
"915","us_run_01","us_run_01_38","sequence3","us",53,"female","yes_only","white","college_some","christianity_evangelical","christianity_evangelical","disability",NA,"test","feelings",10,"computer","stapler","both equally",2886,"USA",0
"916","us_run_01","us_run_01_38","sequence3","us",53,"female","yes_only","white","college_some","christianity_evangelical","christianity_evangelical","disability",NA,"test","thinking",11,"bear","robot","much more left",2990,"USA",-2
"917","us_run_01","us_run_01_38","sequence3","us",53,"female","yes_only","white","college_some","christianity_evangelical","christianity_evangelical","disability",NA,"test","thinking",12,"baby","computer","much more left",2285,"USA",-2
"918","us_run_01","us_run_01_38","sequence3","us",53,"female","yes_only","white","college_some","christianity_evangelical","christianity_evangelical","disability",NA,"test","thinking",13,"bug","stapler","much more left",1542,"USA",-2
"919","us_run_01","us_run_01_38","sequence3","us",53,"female","yes_only","white","college_some","christianity_evangelical","christianity_evangelical","disability",NA,"test","thinking",14,"kid","bear","both equally",9106,"USA",0
"920","us_run_01","us_run_01_38","sequence3","us",53,"female","yes_only","white","college_some","christianity_evangelical","christianity_evangelical","disability",NA,"test","thinking",15,"car","grownup","much more right",1740,"USA",2
