"","run","subid","sequence","country","age","gender","englishNative","ethnicity","education","religionChild","religionNow","job","comments","phase","predicate","trialNum","leftCharacter","rightCharacter","response","rt","country_selfrep","responseNum"
"447","us_run_01","us_run_01_19","sequence4","us",25,"male","yes_only","white","hs_diploma","none","none","data entry",NA,"test","feelings",3,"dog","kid","both equally",4300,"united states",0
"448","us_run_01","us_run_01_19","sequence4","us",25,"male","yes_only","white","hs_diploma","none","none","data entry",NA,"test","feelings",4,"bear","car","much more left",2435,"united states",-2
"449","us_run_01","us_run_01_19","sequence4","us",25,"male","yes_only","white","hs_diploma","none","none","data entry",NA,"test","feelings",5,"kid","stapler","much more left",1897,"united states",-2
"450","us_run_01","us_run_01_19","sequence4","us",25,"male","yes_only","white","hs_diploma","none","none","data entry",NA,"test","feelings",6,"computer","car","both equally",4852,"united states",0
"451","us_run_01","us_run_01_19","sequence4","us",25,"male","yes_only","white","hs_diploma","none","none","data entry",NA,"test","feelings",7,"dog","bug","much more left",2878,"united states",-2
"452","us_run_01","us_run_01_19","sequence4","us",25,"male","yes_only","white","hs_diploma","none","none","data entry",NA,"test","feelings",8,"grownup","robot","much more left",1922,"united states",-2
"453","us_run_01","us_run_01_19","sequence4","us",25,"male","yes_only","white","hs_diploma","none","none","data entry",NA,"test","feelings",9,"computer","bug","much more right",4556,"united states",2
"454","us_run_01","us_run_01_19","sequence4","us",25,"male","yes_only","white","hs_diploma","none","none","data entry",NA,"test","feelings",10,"bear","baby","much more right",2670,"united states",2
"455","us_run_01","us_run_01_19","sequence4","us",25,"male","yes_only","white","hs_diploma","none","none","data entry",NA,"test","hunger",11,"grownup","dog","both equally",1810,"united states",0
"456","us_run_01","us_run_01_19","sequence4","us",25,"male","yes_only","white","hs_diploma","none","none","data entry",NA,"test","hunger",12,"bug","robot","much more left",1580,"united states",-2
"457","us_run_01","us_run_01_19","sequence4","us",25,"male","yes_only","white","hs_diploma","none","none","data entry",NA,"test","hunger",13,"dog","stapler","much more left",1122,"united states",-2
"458","us_run_01","us_run_01_19","sequence4","us",25,"male","yes_only","white","hs_diploma","none","none","data entry",NA,"test","hunger",14,"baby","kid","both equally",1398,"united states",0
"459","us_run_01","us_run_01_19","sequence4","us",25,"male","yes_only","white","hs_diploma","none","none","data entry",NA,"test","hunger",15,"stapler","robot","both equally",1203,"united states",0
"460","us_run_01","us_run_01_19","sequence4","us",25,"male","yes_only","white","hs_diploma","none","none","data entry",NA,"test","hunger",16,"bug","kid","much more right",1520,"united states",2
"461","us_run_01","us_run_01_19","sequence4","us",25,"male","yes_only","white","hs_diploma","none","none","data entry",NA,"test","hunger",17,"car","baby","much more right",1317,"united states",2
"462","us_run_01","us_run_01_19","sequence4","us",25,"male","yes_only","white","hs_diploma","none","none","data entry",NA,"test","hunger",18,"bear","computer","much more left",1256,"united states",-2
"463","us_run_01","us_run_01_19","sequence4","us",25,"male","yes_only","white","hs_diploma","none","none","data entry",NA,"test","thinking",19,"car","bug","much more right",3550,"united states",2
"464","us_run_01","us_run_01_19","sequence4","us",25,"male","yes_only","white","hs_diploma","none","none","data entry",NA,"test","thinking",20,"baby","robot","much more left",3063,"united states",-2
"465","us_run_01","us_run_01_19","sequence4","us",25,"male","yes_only","white","hs_diploma","none","none","data entry",NA,"test","thinking",21,"kid","computer","much more left",1994,"united states",-2
"466","us_run_01","us_run_01_19","sequence4","us",25,"male","yes_only","white","hs_diploma","none","none","data entry",NA,"test","thinking",22,"grownup","bug","much more left",1472,"united states",-2
"467","us_run_01","us_run_01_19","sequence4","us",25,"male","yes_only","white","hs_diploma","none","none","data entry",NA,"test","thinking",23,"bear","dog","both equally",1648,"united states",0
"468","us_run_01","us_run_01_19","sequence4","us",25,"male","yes_only","white","hs_diploma","none","none","data entry",NA,"test","thinking",24,"computer","stapler","both equally",1376,"united states",0
"469","us_run_01","us_run_01_19","sequence4","us",25,"male","yes_only","white","hs_diploma","none","none","data entry",NA,"test","thinking",25,"robot","car","slightly more left",3853,"united states",-1
"470","us_run_01","us_run_01_19","sequence4","us",25,"male","yes_only","white","hs_diploma","none","none","data entry",NA,"test","thinking",26,"grownup","stapler","much more left",1274,"united states",-2
"471","us_run_01","us_run_01_20","sequence3","us",28,"female","yes_only","white","college_bachDegree","none","none","office manager",NA,"practice","colder",1,"icecream","pizza","much more left",5342,"USA",-2
"472","us_run_01","us_run_01_20","sequence3","us",28,"female","yes_only","white","college_bachDegree","none","none","office manager",NA,"practice","sweeter",2,"grapes","strawberries","much more right",4775,"USA",2
"473","us_run_01","us_run_01_20","sequence3","us",28,"female","yes_only","white","college_bachDegree","none","none","office manager",NA,"test","feelings",3,"robot","baby","both equally",6248,"USA",0
"474","us_run_01","us_run_01_20","sequence3","us",28,"female","yes_only","white","college_bachDegree","none","none","office manager",NA,"test","feelings",4,"car","bug","slightly more right",3066,"USA",1
"475","us_run_01","us_run_01_20","sequence3","us",28,"female","yes_only","white","college_bachDegree","none","none","office manager",NA,"test","feelings",5,"kid","computer","much more left",2151,"USA",-2
"476","us_run_01","us_run_01_20","sequence3","us",28,"female","yes_only","white","college_bachDegree","none","none","office manager",NA,"test","feelings",6,"stapler","grownup","much more right",3156,"USA",2
"477","us_run_01","us_run_01_20","sequence3","us",28,"female","yes_only","white","college_bachDegree","none","none","office manager",NA,"test","feelings",7,"car","robot","both equally",2449,"USA",0
"478","us_run_01","us_run_01_20","sequence3","us",28,"female","yes_only","white","college_bachDegree","none","none","office manager",NA,"test","feelings",8,"bug","grownup","much more right",2143,"USA",2
"479","us_run_01","us_run_01_20","sequence3","us",28,"female","yes_only","white","college_bachDegree","none","none","office manager",NA,"test","feelings",9,"dog","bear","both equally",1774,"USA",0
"480","us_run_01","us_run_01_20","sequence3","us",28,"female","yes_only","white","college_bachDegree","none","none","office manager",NA,"test","feelings",10,"computer","stapler","both equally",1309,"USA",0
"481","us_run_01","us_run_01_20","sequence3","us",28,"female","yes_only","white","college_bachDegree","none","none","office manager",NA,"test","thinking",11,"computer","baby","slightly more right",3859,"USA",1
"482","us_run_01","us_run_01_20","sequence3","us",28,"female","yes_only","white","college_bachDegree","none","none","office manager",NA,"test","thinking",12,"stapler","bug","slightly more right",1588,"USA",1
"483","us_run_01","us_run_01_20","sequence3","us",28,"female","yes_only","white","college_bachDegree","none","none","office manager",NA,"test","thinking",13,"car","grownup","slightly more right",1448,"USA",1
"484","us_run_01","us_run_01_20","sequence3","us",28,"female","yes_only","white","college_bachDegree","none","none","office manager",NA,"test","thinking",14,"bear","kid","slightly more right",2737,"USA",1
"485","us_run_01","us_run_01_20","sequence3","us",28,"female","yes_only","white","college_bachDegree","none","none","office manager",NA,"test","thinking",15,"grownup","baby","slightly more left",2429,"USA",-1
"486","us_run_01","us_run_01_20","sequence3","us",28,"female","yes_only","white","college_bachDegree","none","none","office manager",NA,"test","thinking",16,"bear","robot","slightly more left",1298,"USA",-1
"487","us_run_01","us_run_01_20","sequence3","us",28,"female","yes_only","white","college_bachDegree","none","none","office manager",NA,"test","thinking",17,"computer","dog","slightly more right",1267,"USA",1
"488","us_run_01","us_run_01_20","sequence3","us",28,"female","yes_only","white","college_bachDegree","none","none","office manager",NA,"test","hunger",18,"dog","kid","both equally",2193,"USA",0
"489","us_run_01","us_run_01_20","sequence3","us",28,"female","yes_only","white","college_bachDegree","none","none","office manager",NA,"test","hunger",19,"bug","computer","much more left",1685,"USA",-2
"490","us_run_01","us_run_01_20","sequence3","us",28,"female","yes_only","white","college_bachDegree","none","none","office manager",NA,"test","hunger",20,"bear","baby","both equally",1427,"USA",0
"491","us_run_01","us_run_01_20","sequence3","us",28,"female","yes_only","white","college_bachDegree","none","none","office manager",NA,"test","hunger",21,"grownup","robot","much more left",1555,"USA",-2
"492","us_run_01","us_run_01_20","sequence3","us",28,"female","yes_only","white","college_bachDegree","none","none","office manager",NA,"test","hunger",22,"bear","car","much more left",1169,"USA",-2
"493","us_run_01","us_run_01_20","sequence3","us",28,"female","yes_only","white","college_bachDegree","none","none","office manager",NA,"test","hunger",23,"bug","dog","much more left",949,"USA",-2
"494","us_run_01","us_run_01_20","sequence3","us",28,"female","yes_only","white","college_bachDegree","none","none","office manager",NA,"test","hunger",24,"car","computer","both equally",4636,"USA",0
"495","us_run_01","us_run_01_20","sequence3","us",28,"female","yes_only","white","college_bachDegree","none","none","office manager",NA,"test","hunger",25,"stapler","kid","much more right",1129,"USA",2
"496","us_run_01","us_run_01_21","sequence1","us",28,"male","yes_multiple","white","college_assocDegree","christianity_protestant","christianity_protestant","Instructional Assistant 3",NA,"practice","colder",1,"icecream","pizza","much more left",5010,"USA",-2
"497","us_run_01","us_run_01_21","sequence1","us",28,"male","yes_multiple","white","college_assocDegree","christianity_protestant","christianity_protestant","Instructional Assistant 3",NA,"practice","sweeter",2,"grapes","strawberries","slightly more left",6449,"USA",-1
"498","us_run_01","us_run_01_21","sequence1","us",28,"male","yes_multiple","white","college_assocDegree","christianity_protestant","christianity_protestant","Instructional Assistant 3",NA,"test","thinking",3,"baby","car","much more left",2888,"USA",-2
"499","us_run_01","us_run_01_21","sequence1","us",28,"male","yes_multiple","white","college_assocDegree","christianity_protestant","christianity_protestant","Instructional Assistant 3",NA,"test","thinking",4,"computer","bear","slightly more right",4594,"USA",1
"500","us_run_01","us_run_01_21","sequence1","us",28,"male","yes_multiple","white","college_assocDegree","christianity_protestant","christianity_protestant","Instructional Assistant 3",NA,"test","thinking",5,"kid","baby","slightly more left",5258,"USA",-1
"501","us_run_01","us_run_01_21","sequence1","us",28,"male","yes_multiple","white","college_assocDegree","christianity_protestant","christianity_protestant","Instructional Assistant 3",NA,"test","thinking",6,"bug","robot","slightly more right",6223,"USA",1
"502","us_run_01","us_run_01_21","sequence1","us",28,"male","yes_multiple","white","college_assocDegree","christianity_protestant","christianity_protestant","Instructional Assistant 3",NA,"test","thinking",7,"grownup","dog","much more left",2663,"USA",-2
"503","us_run_01","us_run_01_21","sequence1","us",28,"male","yes_multiple","white","college_assocDegree","christianity_protestant","christianity_protestant","Instructional Assistant 3",NA,"test","thinking",8,"stapler","robot","much more right",4262,"USA",2
"504","us_run_01","us_run_01_21","sequence1","us",28,"male","yes_multiple","white","college_assocDegree","christianity_protestant","christianity_protestant","Instructional Assistant 3",NA,"test","thinking",9,"bug","kid","much more right",1982,"USA",2
"505","us_run_01","us_run_01_21","sequence1","us",28,"male","yes_multiple","white","college_assocDegree","christianity_protestant","christianity_protestant","Instructional Assistant 3",NA,"test","thinking",10,"dog","stapler","much more left",3482,"USA",-2
"506","us_run_01","us_run_01_21","sequence1","us",28,"male","yes_multiple","white","college_assocDegree","christianity_protestant","christianity_protestant","Instructional Assistant 3",NA,"test","feelings",11,"kid","grownup","both equally",2037,"USA",0
"507","us_run_01","us_run_01_21","sequence1","us",28,"male","yes_multiple","white","college_assocDegree","christianity_protestant","christianity_protestant","Instructional Assistant 3",NA,"test","feelings",12,"bug","bear","both equally",2763,"USA",0
"508","us_run_01","us_run_01_21","sequence1","us",28,"male","yes_multiple","white","college_assocDegree","christianity_protestant","christianity_protestant","Instructional Assistant 3",NA,"test","feelings",13,"stapler","baby","much more right",1357,"USA",2
"509","us_run_01","us_run_01_21","sequence1","us",28,"male","yes_multiple","white","college_assocDegree","christianity_protestant","christianity_protestant","Instructional Assistant 3",NA,"test","feelings",14,"robot","dog","slightly more right",3520,"USA",1
"510","us_run_01","us_run_01_21","sequence1","us",28,"male","yes_multiple","white","college_assocDegree","christianity_protestant","christianity_protestant","Instructional Assistant 3",NA,"test","feelings",15,"grownup","computer","much more left",1890,"USA",-2
"511","us_run_01","us_run_01_21","sequence1","us",28,"male","yes_multiple","white","college_assocDegree","christianity_protestant","christianity_protestant","Instructional Assistant 3",NA,"test","feelings",16,"car","kid","much more right",1164,"USA",2
"512","us_run_01","us_run_01_21","sequence1","us",28,"male","yes_multiple","white","college_assocDegree","christianity_protestant","christianity_protestant","Instructional Assistant 3",NA,"test","feelings",17,"dog","baby","much more right",4031,"USA",2
"513","us_run_01","us_run_01_21","sequence1","us",28,"male","yes_multiple","white","college_assocDegree","christianity_protestant","christianity_protestant","Instructional Assistant 3",NA,"test","hunger",18,"robot","kid","much more right",1451,"USA",2
"514","us_run_01","us_run_01_21","sequence1","us",28,"male","yes_multiple","white","college_assocDegree","christianity_protestant","christianity_protestant","Instructional Assistant 3",NA,"test","hunger",19,"baby","bug","slightly more left",4393,"USA",-1
"515","us_run_01","us_run_01_21","sequence1","us",28,"male","yes_multiple","white","college_assocDegree","christianity_protestant","christianity_protestant","Instructional Assistant 3",NA,"test","hunger",20,"stapler","car","both equally",2423,"USA",0
"516","us_run_01","us_run_01_21","sequence1","us",28,"male","yes_multiple","white","college_assocDegree","christianity_protestant","christianity_protestant","Instructional Assistant 3",NA,"test","hunger",21,"bear","grownup","both equally",2999,"USA",0
"517","us_run_01","us_run_01_21","sequence1","us",28,"male","yes_multiple","white","college_assocDegree","christianity_protestant","christianity_protestant","Instructional Assistant 3",NA,"test","hunger",22,"dog","car","much more left",2191,"USA",-2
"518","us_run_01","us_run_01_21","sequence1","us",28,"male","yes_multiple","white","college_assocDegree","christianity_protestant","christianity_protestant","Instructional Assistant 3",NA,"test","hunger",23,"bear","stapler","much more left",1727,"USA",-2
"519","us_run_01","us_run_01_21","sequence1","us",28,"male","yes_multiple","white","college_assocDegree","christianity_protestant","christianity_protestant","Instructional Assistant 3",NA,"test","hunger",24,"robot","computer","both equally",2786,"USA",0
"520","us_run_01","us_run_01_22","sequence6","us",23,"male","yes_only","white","college_some","none","none","student",NA,"practice","colder",1,"icecream","pizza","much more left",3911,"USA",-2
"521","us_run_01","us_run_01_22","sequence6","us",23,"male","yes_only","white","college_some","none","none","student",NA,"practice","sweeter",2,"grapes","strawberries","slightly more right",1982,"USA",1
"522","us_run_01","us_run_01_22","sequence6","us",23,"male","yes_only","white","college_some","none","none","student",NA,"test","hunger",3,"bear","robot","much more left",1855,"USA",-2
"523","us_run_01","us_run_01_22","sequence6","us",23,"male","yes_only","white","college_some","none","none","student",NA,"test","hunger",4,"baby","grownup","much more left",4367,"USA",-2
"524","us_run_01","us_run_01_22","sequence6","us",23,"male","yes_only","white","college_some","none","none","student",NA,"test","hunger",5,"computer","dog","much more right",1631,"USA",2
"525","us_run_01","us_run_01_22","sequence6","us",23,"male","yes_only","white","college_some","none","none","student",NA,"test","hunger",6,"car","grownup","much more right",1157,"USA",2
"526","us_run_01","us_run_01_22","sequence6","us",23,"male","yes_only","white","college_some","none","none","student",NA,"test","hunger",7,"baby","computer","much more left",980,"USA",-2
"527","us_run_01","us_run_01_22","sequence6","us",23,"male","yes_only","white","college_some","none","none","student",NA,"test","hunger",8,"bug","stapler","much more left",1454,"USA",-2
"528","us_run_01","us_run_01_22","sequence6","us",23,"male","yes_only","white","college_some","none","none","student",NA,"test","hunger",9,"bear","kid","much more right",2310,"USA",2
"529","us_run_01","us_run_01_22","sequence6","us",23,"male","yes_only","white","college_some","none","none","student",NA,"test","feelings",10,"car","dog","much more right",2607,"USA",2
"530","us_run_01","us_run_01_22","sequence6","us",23,"male","yes_only","white","college_some","none","none","student",NA,"test","feelings",11,"robot","computer","much more left",1807,"USA",-2
"531","us_run_01","us_run_01_22","sequence6","us",23,"male","yes_only","white","college_some","none","none","student",NA,"test","feelings",12,"bear","stapler","much more left",839,"USA",-2
"532","us_run_01","us_run_01_22","sequence6","us",23,"male","yes_only","white","college_some","none","none","student",NA,"test","feelings",13,"bug","baby","much more right",1279,"USA",2
"533","us_run_01","us_run_01_22","sequence6","us",23,"male","yes_only","white","college_some","none","none","student",NA,"test","feelings",14,"robot","kid","much more right",1143,"USA",2
"534","us_run_01","us_run_01_22","sequence6","us",23,"male","yes_only","white","college_some","none","none","student",NA,"test","feelings",15,"bear","grownup","much more right",1182,"USA",2
"535","us_run_01","us_run_01_22","sequence6","us",23,"male","yes_only","white","college_some","none","none","student",NA,"test","feelings",16,"car","stapler","much more left",1871,"USA",-2
"536","us_run_01","us_run_01_22","sequence6","us",23,"male","yes_only","white","college_some","none","none","student",NA,"test","thinking",17,"kid","car","much more left",2079,"USA",-2
"537","us_run_01","us_run_01_22","sequence6","us",23,"male","yes_only","white","college_some","none","none","student",NA,"test","thinking",18,"grownup","computer","much more left",1158,"USA",-2
"538","us_run_01","us_run_01_22","sequence6","us",23,"male","yes_only","white","college_some","none","none","student",NA,"test","thinking",19,"baby","stapler","much more left",815,"USA",-2
"539","us_run_01","us_run_01_22","sequence6","us",23,"male","yes_only","white","college_some","none","none","student",NA,"test","thinking",20,"kid","grownup","much more right",1639,"USA",2
"540","us_run_01","us_run_01_22","sequence6","us",23,"male","yes_only","white","college_some","none","none","student",NA,"test","thinking",21,"dog","robot","much more left",1879,"USA",-2
"541","us_run_01","us_run_01_22","sequence6","us",23,"male","yes_only","white","college_some","none","none","student",NA,"test","thinking",22,"bear","bug","much more left",1007,"USA",-2
"542","us_run_01","us_run_01_22","sequence6","us",23,"male","yes_only","white","college_some","none","none","student",NA,"test","thinking",23,"dog","baby","much more right",1983,"USA",2
"543","us_run_01","us_run_01_23","sequence1","us",23,"male","yes_only","white","college_assocDegree","none","none","Tutor",NA,"practice","colder",1,"icecream","pizza","much more left",3503,"United States of America",-2
"544","us_run_01","us_run_01_23","sequence1","us",23,"male","yes_only","white","college_assocDegree","none","none","Tutor",NA,"practice","sweeter",2,"grapes","strawberries","much more left",2619,"United States of America",-2
"545","us_run_01","us_run_01_23","sequence1","us",23,"male","yes_only","white","college_assocDegree","none","none","Tutor",NA,"test","thinking",3,"dog","stapler","much more left",4401,"United States of America",-2
"546","us_run_01","us_run_01_23","sequence1","us",23,"male","yes_only","white","college_assocDegree","none","none","Tutor",NA,"test","thinking",4,"bug","robot","much more left",1736,"United States of America",-2
"547","us_run_01","us_run_01_23","sequence1","us",23,"male","yes_only","white","college_assocDegree","none","none","Tutor",NA,"test","thinking",5,"bear","computer","much more left",1038,"United States of America",-2
"548","us_run_01","us_run_01_23","sequence1","us",23,"male","yes_only","white","college_assocDegree","none","none","Tutor",NA,"test","thinking",6,"baby","kid","both equally",3001,"United States of America",0
"549","us_run_01","us_run_01_23","sequence1","us",23,"male","yes_only","white","college_assocDegree","none","none","Tutor",NA,"test","thinking",7,"stapler","robot","both equally",3019,"United States of America",0
"550","us_run_01","us_run_01_23","sequence1","us",23,"male","yes_only","white","college_assocDegree","none","none","Tutor",NA,"test","thinking",8,"bug","kid","slightly more right",2622,"United States of America",1
"551","us_run_01","us_run_01_23","sequence1","us",23,"male","yes_only","white","college_assocDegree","none","none","Tutor",NA,"test","thinking",9,"car","baby","much more right",1663,"United States of America",2
"552","us_run_01","us_run_01_23","sequence1","us",23,"male","yes_only","white","college_assocDegree","none","none","Tutor",NA,"test","thinking",10,"grownup","dog","slightly more left",2545,"United States of America",-1
"553","us_run_01","us_run_01_23","sequence1","us",23,"male","yes_only","white","college_assocDegree","none","none","Tutor",NA,"test","feelings",11,"stapler","baby","much more right",4312,"United States of America",2
"554","us_run_01","us_run_01_23","sequence1","us",23,"male","yes_only","white","college_assocDegree","none","none","Tutor",NA,"test","feelings",12,"kid","grownup","both equally",1019,"United States of America",0
"555","us_run_01","us_run_01_23","sequence1","us",23,"male","yes_only","white","college_assocDegree","none","none","Tutor",NA,"test","feelings",13,"baby","dog","both equally",1181,"United States of America",0
"556","us_run_01","us_run_01_23","sequence1","us",23,"male","yes_only","white","college_assocDegree","none","none","Tutor",NA,"test","feelings",14,"bear","bug","both equally",2049,"United States of America",0
"557","us_run_01","us_run_01_23","sequence1","us",23,"male","yes_only","white","college_assocDegree","none","none","Tutor",NA,"test","feelings",15,"kid","car","much more left",1303,"United States of America",-2
"558","us_run_01","us_run_01_23","sequence1","us",23,"male","yes_only","white","college_assocDegree","none","none","Tutor",NA,"test","feelings",16,"robot","dog","much more right",1493,"United States of America",2
"559","us_run_01","us_run_01_23","sequence1","us",23,"male","yes_only","white","college_assocDegree","none","none","Tutor",NA,"test","feelings",17,"grownup","computer","much more left",1123,"United States of America",-2
"560","us_run_01","us_run_01_23","sequence1","us",23,"male","yes_only","white","college_assocDegree","none","none","Tutor",NA,"test","hunger",18,"stapler","car","both equally",2851,"United States of America",0
"561","us_run_01","us_run_01_23","sequence1","us",23,"male","yes_only","white","college_assocDegree","none","none","Tutor",NA,"test","hunger",19,"computer","robot","both equally",933,"United States of America",0
"562","us_run_01","us_run_01_23","sequence1","us",23,"male","yes_only","white","college_assocDegree","none","none","Tutor",NA,"test","hunger",20,"bear","stapler","much more left",1146,"United States of America",-2
"563","us_run_01","us_run_01_23","sequence1","us",23,"male","yes_only","white","college_assocDegree","none","none","Tutor",NA,"test","hunger",21,"robot","kid","much more right",1208,"United States of America",2
"564","us_run_01","us_run_01_23","sequence1","us",23,"male","yes_only","white","college_assocDegree","none","none","Tutor",NA,"test","hunger",22,"grownup","bear","both equally",1103,"United States of America",0
"565","us_run_01","us_run_01_23","sequence1","us",23,"male","yes_only","white","college_assocDegree","none","none","Tutor",NA,"test","hunger",23,"bug","baby","both equally",1300,"United States of America",0
"566","us_run_01","us_run_01_23","sequence1","us",23,"male","yes_only","white","college_assocDegree","none","none","Tutor",NA,"test","hunger",24,"car","dog","much more right",1268,"United States of America",2
"567","us_run_01","us_run_01_24","sequence1","us",27,"male","yes_only","white","college_bachDegree","none","none","Network Administrator (IT)",NA,"practice","colder",1,"pizza","icecream","much more right",5795,"United States of America",2
"568","us_run_01","us_run_01_24","sequence1","us",27,"male","yes_only","white","college_bachDegree","none","none","Network Administrator (IT)",NA,"practice","sweeter",2,"strawberries","grapes","slightly more left",4326,"United States of America",-1
"569","us_run_01","us_run_01_24","sequence1","us",27,"male","yes_only","white","college_bachDegree","none","none","Network Administrator (IT)",NA,"test","thinking",3,"bug","kid","much more right",4106,"United States of America",2
"570","us_run_01","us_run_01_24","sequence1","us",27,"male","yes_only","white","college_bachDegree","none","none","Network Administrator (IT)",NA,"test","thinking",4,"dog","grownup","much more right",2319,"United States of America",2
"571","us_run_01","us_run_01_24","sequence1","us",27,"male","yes_only","white","college_bachDegree","none","none","Network Administrator (IT)",NA,"test","thinking",5,"stapler","robot","slightly more right",9250,"United States of America",1
"572","us_run_01","us_run_01_24","sequence1","us",27,"male","yes_only","white","college_bachDegree","none","none","Network Administrator (IT)",NA,"test","thinking",6,"bear","computer","much more left",4915,"United States of America",-2
"573","us_run_01","us_run_01_24","sequence1","us",27,"male","yes_only","white","college_bachDegree","none","none","Network Administrator (IT)",NA,"test","thinking",7,"baby","kid","much more right",2263,"United States of America",2
"574","us_run_01","us_run_01_24","sequence1","us",27,"male","yes_only","white","college_bachDegree","none","none","Network Administrator (IT)",NA,"test","thinking",8,"bug","robot","slightly more left",3258,"United States of America",-1
"575","us_run_01","us_run_01_24","sequence1","us",27,"male","yes_only","white","college_bachDegree","none","none","Network Administrator (IT)",NA,"test","thinking",9,"car","baby","slightly more right",2931,"United States of America",1
"576","us_run_01","us_run_01_24","sequence1","us",27,"male","yes_only","white","college_bachDegree","none","none","Network Administrator (IT)",NA,"test","thinking",10,"dog","stapler","much more left",3578,"United States of America",-2
"577","us_run_01","us_run_01_24","sequence1","us",27,"male","yes_only","white","college_bachDegree","none","none","Network Administrator (IT)",NA,"test","feelings",11,"bear","bug","slightly more left",2662,"United States of America",-1
"578","us_run_01","us_run_01_24","sequence1","us",27,"male","yes_only","white","college_bachDegree","none","none","Network Administrator (IT)",NA,"test","feelings",12,"dog","baby","both equally",4652,"United States of America",0
"579","us_run_01","us_run_01_24","sequence1","us",27,"male","yes_only","white","college_bachDegree","none","none","Network Administrator (IT)",NA,"test","feelings",13,"kid","car","much more left",1542,"United States of America",-2
"580","us_run_01","us_run_01_24","sequence1","us",27,"male","yes_only","white","college_bachDegree","none","none","Network Administrator (IT)",NA,"test","feelings",14,"computer","grownup","much more right",2016,"United States of America",2
"581","us_run_01","us_run_01_24","sequence1","us",27,"male","yes_only","white","college_bachDegree","none","none","Network Administrator (IT)",NA,"test","feelings",15,"robot","dog","much more right",1365,"United States of America",2
"582","us_run_01","us_run_01_24","sequence1","us",27,"male","yes_only","white","college_bachDegree","none","none","Network Administrator (IT)",NA,"test","feelings",16,"grownup","kid","both equally",2623,"United States of America",0
"583","us_run_01","us_run_01_24","sequence1","us",27,"male","yes_only","white","college_bachDegree","none","none","Network Administrator (IT)",NA,"test","feelings",17,"baby","stapler","much more left",2014,"United States of America",-2
"584","us_run_01","us_run_01_24","sequence1","us",27,"male","yes_only","white","college_bachDegree","none","none","Network Administrator (IT)",NA,"test","hunger",18,"stapler","car","both equally",1408,"United States of America",0
"585","us_run_01","us_run_01_24","sequence1","us",27,"male","yes_only","white","college_bachDegree","none","none","Network Administrator (IT)",NA,"test","hunger",19,"robot","kid","much more right",2130,"United States of America",2
"586","us_run_01","us_run_01_24","sequence1","us",27,"male","yes_only","white","college_bachDegree","none","none","Network Administrator (IT)",NA,"test","hunger",20,"bear","grownup","both equally",2555,"United States of America",0
"587","us_run_01","us_run_01_24","sequence1","us",27,"male","yes_only","white","college_bachDegree","none","none","Network Administrator (IT)",NA,"test","hunger",21,"car","dog","much more right",2497,"United States of America",2
"588","us_run_01","us_run_01_24","sequence1","us",27,"male","yes_only","white","college_bachDegree","none","none","Network Administrator (IT)",NA,"test","hunger",22,"computer","robot","both equally",1754,"United States of America",0
"589","us_run_01","us_run_01_24","sequence1","us",27,"male","yes_only","white","college_bachDegree","none","none","Network Administrator (IT)",NA,"test","hunger",23,"bug","baby","both equally",1920,"United States of America",0
"590","us_run_01","us_run_01_24","sequence1","us",27,"male","yes_only","white","college_bachDegree","none","none","Network Administrator (IT)",NA,"test","hunger",24,"stapler","bear","much more right",2099,"United States of America",2
"591","us_run_01","us_run_01_25","sequence5","us",59,"male","yes_only","white","college_assocDegree","christianity_protestant","other","Self Employed Real Estate",NA,"practice","colder",1,"icecream","pizza","much more left",10223,"USA",-2
"592","us_run_01","us_run_01_25","sequence5","us",59,"male","yes_only","white","college_assocDegree","christianity_protestant","other","Self Employed Real Estate",NA,"practice","sweeter",2,"grapes","strawberries","much more left",3940,"USA",-2
"593","us_run_01","us_run_01_25","sequence5","us",59,"male","yes_only","white","college_assocDegree","christianity_protestant","other","Self Employed Real Estate",NA,"test","hunger",3,"bug","bear","both equally",9179,"USA",0
"594","us_run_01","us_run_01_25","sequence5","us",59,"male","yes_only","white","college_assocDegree","christianity_protestant","other","Self Employed Real Estate",NA,"test","hunger",4,"kid","grownup","both equally",5087,"USA",0
"595","us_run_01","us_run_01_25","sequence5","us",59,"male","yes_only","white","college_assocDegree","christianity_protestant","other","Self Employed Real Estate",NA,"test","hunger",5,"baby","stapler","much more left",3215,"USA",-2
"596","us_run_01","us_run_01_25","sequence5","us",59,"male","yes_only","white","college_assocDegree","christianity_protestant","other","Self Employed Real Estate",NA,"test","hunger",6,"grownup","computer","much more left",1967,"USA",-2
"597","us_run_01","us_run_01_25","sequence5","us",59,"male","yes_only","white","college_assocDegree","christianity_protestant","other","Self Employed Real Estate",NA,"test","hunger",7,"robot","dog","much more right",4864,"USA",2
"598","us_run_01","us_run_01_25","sequence5","us",59,"male","yes_only","white","college_assocDegree","christianity_protestant","other","Self Employed Real Estate",NA,"test","hunger",8,"kid","car","much more left",6745,"USA",-2
"599","us_run_01","us_run_01_25","sequence5","us",59,"male","yes_only","white","college_assocDegree","christianity_protestant","other","Self Employed Real Estate",NA,"test","hunger",9,"dog","baby","both equally",4805,"USA",0
"600","us_run_01","us_run_01_25","sequence5","us",59,"male","yes_only","white","college_assocDegree","christianity_protestant","other","Self Employed Real Estate",NA,"test","thinking",10,"bug","computer","both equally",9270,"USA",0
